idd|text|local_score|alch_score|sentiment
732710666256056321|RT @TransferSources: BREAKING: West Ham made a £31m bid for Alexandre Lacazette today. Lyon rejected it. https://t.co/LuERNh8nn6|2.0|-0.722709|3.0
725297515545944064|Bron https://t.co/qRhe4Lykw4|3.0|-0.722709|2.0
718030618953560064|RT @jersey_ciamikk: #jersey4sale #1308 Lyon Techfit Sz 6 500K, Bristol City Sz M BNWT 275K WA 081937782149 @LennonNMe @Reds_Flare https://t…|3.0|0.273772|3.0
718121225537454080|We are everywhere.. Where do you whish to be right now ? @SofitelRAKImp #Lyon #Dubai #Marseille #Agadir #Marrakech https://t.co/XwjaE7gHjt|3.0|0.228211|3.0
718042698507096065|When is Garry Lyon coming back #footyshow|4.0|-0.722709|3.0
732756561496559616|Working with Bron and Steph fans the worst... All they do is argue all day man|3.0|-0.722708|2.0
732780194843533312|"RT @dafloydsta: PRIEST: Does anyone know why these two should not be married?

ME: *from back* SHE NEVER SAW STAR WARS

PRIEST: *drops Bibl…"|3.0|-0.722708|2.0
732743173873733633|HE SHO DID ! RT @kwelmo: Bron ain't have to dunk like that...|3.0|-0.722709|2.0
718076361739526145|The highest happiness on earth is the happiness of marriage. —William Lyon Phelps #wedding #happy #love https://t.co/LGevvDHBif|5.0|0.453631|3.0
718770017240678400|Would you trust a priest with a faded swastika symbol on his forearm?|3.0|-0.722709|3.0
718040720251219969|Rated only by sweaty Fifa players and Lyon fans, his big money move will be going to Leicester at the age of 31. https://t.co/A6ayYeuRjo|4.0|0.247252|3.0
718736110831017984|The last time Ross Lyon lost four consecutive games as coach was in his first season as coach in 2007. He sits on 3 now. #AFLEaglesFreo|4.0|-0.243922|3.0
