"","word_clean","score"
"1337"," consensus",2
"1338","consentement",2
"1339"," conséquence",0
"1340","envisager",0
"1341","considérable",0
"1342","considérablement",0
"1343","prévenant",2
"1344","examen",0
"1345","examen",0
"1346","compatible",1
"1347","console",1
"1348","visible",-2
"1349","visible",-2
"1350","visiblement",-2
"1351","complots",-1
"1352","complots",-1
"1353","complot",-1
"1354","complot",-1
"1355","conspirateur",-2
"1356","conspirateur",-2
"1357","  conspiration",-2
"1358","conspirer",-2
"1359","constance",2
"1360"," consternation",-2
"1361","constitutions",0
"1362","constitutions",0
"1363","contraindre",-1
"1364","contrainte",-1
"1365","constructif",1
"1366","constructif",1
"1367","constructif",1
"1368","consommer",-1
"1369","consommer",2
"1370","contagieuse",-1
"1371","contaminer",-1
"1372"," contamination",-1
"1373","contempler",0
"1374"," mépris",-2
"1375","méprisable",-2
"1376","méprisante",-2
"1377"," mépris",-2
"1378","face",-2
"1379","contenu",2
"1380","contenu",1
"1381"," contention",-2
"1382"," contentement",2
"1383","contentieux",-2
"1384","contentieux",-2
"1385"," continuité",1
"1386","continue",0
"1387","déformer",-2
"1388","contorsions",-2
"1389","contorsions",-2
"1390","contredire",-2
"1391","contradiction",-2
"1392","contradictoires",-2
"1393","esprit  contradiction",-2
"1394","contraire",-2
"1395","contrevenir ",-2
"1396","contribution",1
"1397","contribution",1
"1398","inventer",-2
"1399","artificiel",-2
"1400","controversée",-1
"1401","controversée",-1
"1402"," controverse",-1
"1403"," controverse",-1
"1404","pratique",1
"1405","pratique",2
"1406","idéalement",2
"1407","conviction",1
"1408","conviction",1
"1409","convaincre",1
"1410","convaincre",2
"1411","convaincre",2
"1412"," manière convaincante",2
"1413","alambiqué",-2
"1414","coopérer",1
"1415"," coopération",1
"1416"," coopération",1
"1417","coopérative",1
"1418"," collaboration",1
"1419","adaptation",-1
"1420","adaptation",-1
"1421","cordiales",1
"1422","pierre angulaire",2
"1423","pierre angulaire",2
"1424","correct",1
"1425","correct",1
"1426","correctives",0
"1427","correctement",2
"1428"," corroder",-1
"1429"," corrosion",-1
"1430","corrosif",-1
"1431","corrompu",-2
"1432","corrompu",-2
"1433"," corruption",-2
"1434","coût-efficace",1
"1435","réduction  coûts",1
"1436","coûteux",-1
"1437","pourrait",0
"1438","contre-productif",-2
"1439","coupists",-2
"1440","coupists",-2
"1441","courage",2
"1442","courage",2
"1443","courageux",2
"1444","courageusement",2
"1445","courageousness",2
"1446","cour",2
"1447","courtois",2
"1448","courtoisie",2
"1449","courtois",2
"1450","alliance",1
"1451","covert",0
"1452","convoiter",0
"1453"," convoitise",0
"1454","covetingly",0
"1455","cupide",-2
"1456","cupide",-2
"1457","covetously",0
"1458","vache",-1
"1459","lâche",-2
"1460","lâche",-2
"1461","confortable",2
"1462"," répression",-1
"1463"," répression",-1
"1464","astucieux",-2
"1465"," étroit",-1
"1466","grincheux",-2
"1467","crasse",-2
"1468","envie",2
"1469","craven",-2
"1470","cravenly",-2
"1471","envie",2
"1472","engouement",-2
"1473","follement",-2
"1474","folie",-2
"1475","fou",-2
"1476","créatif",2
"1477","crédence",2
"1478","crédence",2
"1479","crédible",2
"1480","crédule",-2
"1481","crime",-1
"1482","pénale",-1
"1483","grincer  dents",-2
"1484","paralyser",-2
"1485","rédhibitoire",-2
"1486","crise",-1
"1487","crise",-1
"1488","croustillant",1
"1489","critique",-2
"1490","critique",-2
"1491"," critique",-2
"1492"," critique",-2
"1493","critiques",-2
"1494","critiques",-2
"1495","critiquer",-2
"1496"," critiques",-2
"1497"," critiques",-2
"1498","escroc",-2
"1499","crooked",-2
"1500","croix",-2
"1501","bondé",-1
"1502","brut",-1
"1503","cruel",-2
"1504","cruautés",-2
"1505"," cruauté",-2
"1506","crumble",-1
"1507"," déformation",-1
"1508","croisade",2
"1509","croisade",2
"1510","crusader",2
"1511","écraser",-1
"1512","concassage",-1
"1513","pleurer",-2
"1514","coupable",-2
"1515","cuplrit",-2
"1516","lourd",-2
"1517","guérit  tous ",2
"1518","guérit  tous ",2
"1519","curieux",2
"1520","curieusement",2
"1521","malédiction",-2
"1522","malédiction",-2
"1523","maudit",-2
"1524","maudit",-2
"1525"," malédictions",-2
"1526","sommaire",-1
"1527","curt",-1
"1528","cuss",-2
"1529","couper",-1
"1530","mignon",2
"1531"," truite fardée",-2
"1532","cynique",-2
"1533","cynicism",-2
"1534","dommage",-1
"1535","dommage",-1
"1536","endommager",-1
"1537","merde",-2
"1538","merde",-2
"1539","merde",-2
"1540","damnable",-2
"1541","damnably",-2
"1542","damnation",-2
"1543","damned",-2
"1544","accablant",-2
"1545","dance",1
"1546","dance",1
"1547","danger",-1
"1548","danger",-1
"1549","dangerous",-1
"1550","dangerousness",-2
"1551","dangerousness",-2
"1552","dangle",-2
"1553","osez",2
"1554","audacieux",2
"1555","audacieusement",2
"1556","sombre",-1
"1557","darken",-1
"1558","obscurité",-1
"1559","darling",2
"1560","darn",-2
"1561","dash",-1
"1562","dashing",2
"1563","dastard",-2
"1564","ignoble",-2
"1565","trop gros",-2
"1566","redoutable",-2
"1567","déconcertant",-2
"1568","dauntless",2
"1569","musarder",-2
"1570","aube",1
"1571","daydream",2
"1572","daydreamer",2
"1573","daze",-2
"1574","hébété",-2
"1575","dazzle",2
"1576","ébloui",2
"1577","dazzling",2
"1578","morts",-1
"1579","deadbeat",-2
"1580","impasse",-2
"1581","impasse",-2
"1582","mortel",-1
"1583","port  lourd",-2
"1584","sourds",-1
"1585","face",1
"1586","chers",2
"1587","pénurie",-2
"1588"," mort",-1
"1589","débâcle",-2
"1590","rabaisser",-2
"1591","avilissement",-2
"1592","debaser",-2
"1593","discutable",-2
"1594","débat",-2
"1595","debauch",-2
"1596","debaucher",-2
"1597","débauche",-2
"1598","affaiblir",-1
"1599","débilitante",-1
"1600"," débilité",-1
"1601"," décadence",-2
"1602","décadent",-2
"1603"," carie",-2
"1604"," carie",-2
"1605","pourri",-2
"1606"," tromperie",-2
"1607","trompeur",-2
"1608","frauduleusement",-2
"1609","séduction",-2
"1610","tromper",-2
"1611","tromper",-2
"1612","séducteur",-2
"1613"," séducteurs",-2
"1614","décent",1
"1615"," décence",1
"1616"," tromperie",-2
"1617"," tromperie",-2
"1618","trompeur",-2
"1619","trompeur",-2
"1620","trompeusement",-2
"1621","décider",0
"1622","décisif",1
"1623","esprit  décision",1
"1624","esprit  décision",1
"1625","déclament",-2
"1626","baisse",-1
"1627","baisse",-1
"1628"," baisse",-1
"1629","diminution",-1
"1630","diminution",-1
"1631"," diminution ",-1
"1632","décrémenter",-1
"1633","décrépit",-2
"1634"," décrépitude",-2
"1635","décrier",-2
"1636","dédié",2
"1637"," déduire",0
"1638","profonde",0
"1639","profonde",-1
"1640","profondément",0
"1641","approfondissement",-2
"1642","approfondissement",-2
"1643"," diffamation",-2
"1644","diffamations",-2
"1645","diffamatoire",-2
"1646","diffamer",-2
"1647","défaite",-1
"1648","défaite",-1
"1649","défaut",-1
"1650","défectueux",-2
"1651","défendre",1
"1652","defender",2
"1653","defender",2
"1654"," défensive",-1
"1655"," déférence",2
"1656","defense",1
"1657","defiance",-2
"1658","defiance",-2
"1659"," renégats",-2
"1660"," air  défi",-2
"1661"," carence ",-1
"1662","déficientes",-1
"1663","défilé",-2
"1664","defiler",-2
"1665","précis",1
"1666","certainement",1
"1667","définitif",1
"1668","définitif",1
"1669","définitivement",2
"1670","déflationniste",1
"1671"," déformation",-1
"1672","déformé",-1
"1673","fraudé",-2
"1674","fraudé",-2
"1675","habile",2
"1676","défunte",-2
"1677","defy",-2
"1678","dégénérer",-2
"1679","dégénérer",-2
"1680","degenerately",-2
"1681"," dégénérescence",-2
"1682"," dégradation  ",-2
"1683","dégrader",-2
"1684","dégradant",-2
"1685","dégradants",-2
"1686"," déshumanisation",-2
"1687","déshumaniser",-2
"1688","daigne",-2
"1689","deject",-2
"1690","abattu",-2
"1691",";",-2
"1692"," déjection",-2
"1693","délicieux",2
"1694","délicatesse",1
"1695","délicat",1
"1696","délicieux",2
"1697","délice",2
"1698","délice",2
"1699","ravi",2
"1700","délicieux",2
"1701","délicieux",2
"1702","délicieusement",2
"1703","delightfulness",2
"1704"," délinquance",-1
"1705"," souffrance",-1
"1706","délire",-2
"1707"," délire",-2
"1708","illusion ",-2
"1709","trompés",-2
"1710","deluge",-1
"1711","illusion",-2
"1712","illusion",-2
"1713","délirant",-2
"1714","délirant",-2
"1715","délires",-2
"1716","délires",-2
"1717"," demande",0
"1718"," demande",0
"1719"," demande",0
"1720","exigences",0
"1721","exigences",0
"1722","rabaisser",-2
"1723","rabaisser",-2
"1724","demise",-2
"1725","démocratique",1
"1726","démolir",-1
"1727","démolisseur",-1
"1728","démon",-2
"1729","demonic",-2
"1730","diaboliser",-2
"1731","diaboliser",-2
"1732","démoraliser",-2
"1733","démoralisant",-2
"1734","demoralizingly",-2
"1735","démystifier",2
"1736"," déni",-2
"1737","dénigrer",-2
"1738","refuser",-2
"1739","dénoncer",-2
"1740","denunciate",-2
"1741"," dénonciation",-2
"1742"," dénonciations",-2
"1743","fiable",1
"1744","dépendant  ",0
"1745","dépendant  ",0
"1746","épuiser",-1
"1747","déplorable",-2
"1748","déplorable",-2
"1749","déplorablement",-2
"1750","déplorer",-2
"1751","déplorant",-2
"1752","deploringly",-2
"1753","dépraver",-2
"1754"," dépravée",-2
"1755","depravedly",-2
"1756","railler",-2
"1757","déprimer",-1
"1758","déprimé",-2
"1759","déprimant",-2
"1760","déprimant",-2
"1761","malheureusement",-2
"1762"," dépression",-1
"1763"," dépression",-1
"1764","priver",-2
"1765","privés",-2
"1766"," tournent  ridicule",-2
"1767"," dérision",-2
"1768","moqueur",-2
"1769","dérision",-2
"1770","derisiveness",-2
"1771","dérogatoire",-2
"1772","profaner",-2
"1773","méritent",2
"1774","mérité",2
"1775"," juste titre",2
"1776","méritants",2
"1777","desert",-2
"1778"," désertion",-2
"1779","dessécher",-2
"1780","desséché",-2
"1781","souhaitable",2
"1782","désir",2
"1783","désir",2
"1784","désir",2
"1785","désireux",2
"1786","désolée",-2
"1787","désolation",-2
"1788"," désolation",-2
"1789"," désespoir",-2
"1790"," désespoir",-2
"1791","désespérant",-2
"1792","désespérément",-2
"1793","désespérée",-2
"1794","désespérément",-2
"1795"," désespoir",-2
"1796","méprisable",-2
"1797","despicably",-2
"1798","despise",-2
"1799","méprisé",-2
"1800","méprisé",-2
"1801","malgré",-2
"1802","dépouiller",-2
"1803","spoliateur",-2
"1804","despondence",-2
"1805"," découragement",-2
"1806","découragé",-2
"1807","despondently",-2
"1808","despote",-2
"1809","despotique",-2
"1810"," despotisme",-2
"1811"," despotisme",-2
"1812","destabilisation",-2
"1813","destabilisation",-2
"1814","destiner",1
"1815","destiné",1
"1816","destins",2
"1817","destins",2
"1818","destin",2
"1819","destin",0
"1820","destin",0
"1821","destitute",-2
"1822","destitution",-2
"1823","détruire",-1
"1824","destroyer",-2
"1825","destroyer",-2
"1826"," destruction",-1
"1827","destructeur",-2
"1828","décousues",-2
"1829","dissuader",-1
"1830"," détériorer",-1
"1831"," détérioration  ",-1
"1832"," détérioration  ",-1
"1833"," détérioration",-1
"1834","détermination",2
"1835","détermination",2
"1836"," dissuasion",-1
"1837","détester",-2
"1838","détestable",-2
"1839","detestably",-2
"1840","nuire",-1
"1841","immeuble",-1
"1842","détriment",-2
"1843","préjudiciable",-2
"1844","dévaster",-2
"1845","dévasté",-2
"1846","dévastateur",-2
"1847","catastrophiquement",-2
"1848"," dévastation",-1
"1849","écarter",-1
"1850","écarter",-1
"1851","écarter",-1
"1852","déviation",-1
"1853","diable",-2
"1854","diabolique",-2
"1855","diablement",-2
"1856","devilment",-2
"1857","diablerie",-2
"1858","sournois",-2
"1859","  moyens détournés",-2
"1860","fourberie",-2
"1861","dépourvu",-2
"1862","consacrer",2
"1863","consacré",2
"1864","dévot",2
"1865"," dévotion",2
"1866","devout",1
"1867"," dextérité",1
"1868","adroit",2
"1869","adroitement",2
"1870","agile",2
"1871","diabolique",-2
"1872","diabolique",-2
"1873","diaboliquement",-2
"1874","diamétralement",-2
"1875","diatribe",-2
"1876","diatribes",-2
"1877","dictateur",-1
"1878","dictatorial",-1
"1879","diffèrent",-1
"1880","différence",0
"1881","différence",0
"1882","difficult",-1
"1883","difficultés",-1
"1884","difficultés",-1
"1885"," difficulté",-2
"1886"," difficulté",-2
"1887"," méfiance",-2
"1888"," méfiance",-2
"1889","dig",-1
"1890","dig",1
"1891","digne",2
"1892","donner   dignité ",1
"1893"," dignité",2
"1894","éloigne  sujet",-2
"1895","délabré",-2
"1896","dilemme",-1
"1897","dilemme",-1
"1898"," diligence",1
"1899","diligent",1
"1900"," diligence",1
"1901","dilly-dally",-2
"1902","dim",-2
"1903","dim",-1
"1904","diminuer",-1
"1905"," diminution ",-1
"1906","din",-1
"1907","dinky",-1
"1908"," diplomatie",0
"1909"," diplomatie",0
"1910","diplomatique",1
"1911","diplomatique",1
"1912","dire",-2
"1913","direct",0
"1914","direly",-2
"1915","direness",-2
"1916"," saleté",-1
"1917","sale",-1
"1918","sale",-1
"1919","désactiver",-1
"1920","désactivé",-1
"1921","disaccord",-2
"1922","inconvénient",-2
"1923","défavorisés",-1
"1924","défavorable",-2
"1925","défavorable",-2
"1926","mécontenter",-2
"1927","mécontents",-2
"1928","disaffirm",-2
"1929"," désaccord",-2
"1930","désagréable",-2
"1931","désagréablement",-2
"1932","désaccord",-2
"1933","désaccord",-2
"1934","interdire",-2
"1935","décevoir",-2
"1936","déçu",-2
"1937","décevant",-2
"1938","malheureusement",-2
"1939","déception",-2
"1940","déception",-2
"1941","désapprobation",-2
"1942"," désapprobation",-2
"1943"," désapprobation",-2
"1944","désapprouver",-2
"1945"," désapprobation",-2
"1946","désarmer",-1
"1947"," désarroi",-2
"1948"," désarroi",-2
"1949","catastrophe",-2
"1950","désastreux",-2
"1951","désastreusement",-2
"1952","désavouer",-2
"1953","désaveu",-2
"1954","incrédulité",-2
"1955","  croire",-2
"1956","mécréant",-2
"1957","discerner",0
"1958","éclairé",2
"1959","déclinons",-2
"1960","discombobulate",-2
"1961","font déconfire",-2
"1962","discomfititure",-2
"1963","inconfort",-1
"1964","troubler",-1
"1965","""déconcerter""",-2
"1966","interloqué",-2
"1967","déconcertant",-2
"1968","déconcertante",-2
"1969","inconsolable",-2
"1970","disconsolately",-2
"1971","disconsolation",-2
"1972"," mécontentement",-2
"1973"," mécontentement",-2
"1974","mécontents",-2
"1975"," mécontentement",-2
"1976"," discontinuité",-2
"1977"," discontinuité",-2
"1978"," discorde",-2
"1979","discordance",-2
"1980","discordants",-2
"1981","discountenance",-2
"1982","décourager",-2
"1983"," découragement",-2
"1984","décourageant",-2
"1985","désespérément",-2
"1986"," manque  courtoisie",-2
"1987","discourteously",-2
"1988","discréditer",-2
"1989","discret",1
"1990","discret",1
"1991","discordants",-1
"1992","discrétion",1
"1993"," discrimination",-1
"1994","discriminant",1
"1995","discriminatingly",1
"1996"," discrimination",-1
"1997"," discrimination",-1
"1998","discriminatoire",-2
"1999","dédain",-2
"2000","dédain",-2
"2001","dédaigneux",-2
"2002"," dédain",-2
"2003"," maladie",-1
"2004","malade",-1
"2005","défaveur",-2
"2006","honte",-2
"2007","honte",-2
"2008","tombé  disgrâce",-2
"2009","honteux",-2
"2010","honteusement",-2
"2011","disgruntle",-2
"2012","contrariés",-2
"2013"," dégoût",-2
"2014"," dégoût",-2
"2015","dégoûté",-2
"2016","disgustedly",-2
"2017","disgustful",-2
"2018","disgustfully",-2
"2019","dégoûtant",-2
"2020","épouvantablement",-2
"2021","décourager",-2
"2022","décourageant",-2
"2023","dishearteningly",-2
"2024","malhonnête",-2
"2025","malhonnête",-2
"2026"," façon malhonnête",-2
"2027"," malhonnêteté",-2
"2028"," déshonneur",-2
"2029"," déshonneur",-2
"2030","déshonorante",-2
"2031","dishonorablely",-2
"2032","désillusion",-2
"2033","désillusion",-2
"2034","déçus",-2
"2035"," plus  plus réticent",-2
"2036","peu portées",-2
"2037","artificieux",-2
"2038","hypocritement",-2
"2039"," désintégrer",-1
"2040","désintéressé",-1
"2041"," désintégration",-1
"2042","désintérêt",-2
"2043","désintéressé",-2
"2044","aversion",-2
"2045","luxation  ",-1
"2046","infidèle",-2
"2047","infidèle",-2
"2048"," déloyauté",-2
"2049","lamentable",-2
"2050","lamentablement",-2
"2051","dismalness",-2
"2052","consternation",-2
"2053","consternation",-2
"2054","consterné",-2
"2055","consternante",-2
"2056","dismayingly",-2
"2057","dédaigneux",-2
"2058","dédaigneux",-2
"2059","méprisant",-2
"2060"," désobéissance",-2
"2061","désobéissant",-2
"2062","désobéir",-2
"2063","renier",-2
"2064","trouble",-1
"2065","trouble",-1
"2066"," dérèglements",-1
"2067","désordonnée",-1
"2068","désorganisé",-2
"2069","désorienter",-2
"2070","désorienté",-2
"2071","renier",-2
"2072","dénigrer",-2
"2073","dénigrer",-2
"2074","désobligeante",-2
"2075","dispensable",-1
"2076","dispirit",-2
"2077","découragés",-2
"2078","dispiritedly",-2
"2079","désolant, ",-2
"2080","déplacer",-1
"2081","déplacées",-1
"2082","déplaire",-2
"2083","déplaire",-2
"2084","mécontentement",-2
"2085","mécontentement",-2
"2086","disposition",0
"2087","disproportionné",-1
"2088","infirmer",-2
"2089","discutable",-2
"2090","litige",-2
"2091","litige",-2
"2092","contestée",-2
"2093","inquiétude",-2
"2094","inquiétant",-2
"2095","disquietingly",-2
"2096","inquiètude",-2
"2097"," mépris",-2
"2098"," mépris",-2
"2099","disregardful",-2
"2100","malfamés",-2
"2101","atteinte   réputation ",-2
"2102","manque  respect",-2
"2103","disrespectable",-2
"2104","disrespectablity",-2
"2105","irrespectueux",-2
"2106"," façon irrespectueuse",-2
"2107","disrespectfulness",-2
"2108","manquer  respect",-2
"2109","manquer  respect",-2
"2110","disrupt",-2
"2111"," perturbation",-2
"2112"," perturbation",-2
"2113","perturbateur",-2
"2114","dissatisfaction",-2
"2115","dissatisfaction",-2
"2116","dissatisfactory",-2
"2117","insatisfait",-2
"2118","dissatisfy",-2
"2119","insatisfaisante",-2
"2120","dissemble",-2
"2121","dissembler",-2
"2122"," dissensions",-2
"2123"," dissidence",-2
"2124"," dissidence",-2
"2125","dissident",-2
"2126"," dissension",-2
"2127","mauvais service",-2
"2128","mauvais service",-2
"2129"," dissidence",-2
"2130","dissident",-2
"2131","dissident",-2
"2132"," dissidents",-2
"2133"," dissidents",-2
"2134","dissocial",-2
"2135","dissolue",-2
"2136"," dissolution",-1
"2137","dissonance",-2
"2138","dissonant",-2
"2139","dissonantly",-2
"2140","dissuader",-2
"2141","dissuasives",-2
"2142","dégoût",-2
"2143"," mauvais goût",-2
"2144","distastefully",-2
"2145","distinctes",1
"2146","distinction",1
"2147","distinctif",1
"2148","distinctif",1
"2149","distinctif",1
"2150","distinctement",0
"2151","distinguer",1
"2152","distingués",2
"2153","déformer",-2
"2154"," distorsion",-2
"2155"," distorsion",-2
"2156","distraire",-1
"2157","distrayant",-2
"2158"," distraction",-2
"2159"," distraction",-2
"2160","désemparé",-2
"2161","distraughtly",-2
"2162","distraughtness",-2
"2163","détresse",-2
"2164"," détresse",-2
"2165","affligeant",-2
"2166","malheureusement",-2
"2167"," méfiance",-2
"2168","méfiant",-2
"2169","méfiance",-2
"2170","déranger",-2
"2171","perturbé",-2
"2172","perturbé-laissez",-2
"2173","perturbé-laissez",-2
"2174","inquiétant",-2
"2175","inquiétant",-2
"2176"," désunion",-2
"2177","disvalue",-2
"2178","divergente",-1
"2179","diversifié",1
"2180","diviser",-1
"2181","divisé",-1
"2182","divine",2
"2183","divine",2
"2184","divinement",2
"2185","division",-1
"2186"," discorde",-2
"2187","divisively",-2
"2188"," divisions",-2
"2189"," divorce",-1
"2190"," divorce",-1
"2191","divorcé",-1
"2192","dizzy",-2
"2193","dizzing",-2
"2194","dizzingly",-2
"2195","doddering",-2
"2196","dodge",2
"2197","dodge",2
"2198","dodgey",-2
"2199","obstinés",-2
"2200","obstinément",-2
"2201","dogmatique",-2
"2202","marasme",-2
"2203"," domination",-1
"2204"," domination",-1
"2205","dominant",0
"2206","dominant",0
"2207","dominer",-1
"2208"," domination",-2
"2209"," domination",-2
"2210","domineer",-2
"2211","dominateur",-2
"2212","dominateur",-2
"2213","doom",-2
"2214","doomsday",-2
"2215","doomsday",-2
"2216","dope",-1
"2217","dote",2
"2218","dotingly",2
"2219","doute",-2
"2220","doute",-2
"2221","douteux",-2
"2222","hésitant",-2
"2223"," doute",2
"2224"," doutes",-2
"2225"," doutes",-2
"2226"," bas",-1
"2227","downbeat",-2
"2228","abattu",-2
"2229","downer",-2
"2230","chute",-2
"2231","downfallen",-2
"2232","downgrade",-1
"2233","triste",-2
"2234","downheartedly",-2
"2235","carrément",0
"2236"," baisse",-2
"2237","ternes",-2
"2238","draconiennes",-2
"2239","draconique",-2
"2240","dragon",-2
"2241"," dragons",-2
"2242"," dragons",-2
"2243","dragoon",-2
"2244","vidange",-2
"2245","vidange",-2
"2246","drame",-2
"2247","drame",-2
"2248","dramatique",0
"2249","façon spectaculaire",0
"2250","drastique",-2
"2251"," façon drastique",-2
"2252","dread",-2
"2253","dread",-2
"2254","terrible",-2
"2255","terriblement",-2
"2256","caractère effroyable",-2
"2257","rêve",1
"2258","rêve",1
"2259","rêve",2
"2260","dreamland",2
"2261","rêves",1
"2262","rêves",1
"2263","rêveur",1
"2264","morne",-2
"2265"," voiture",1
"2266","piloté ",1
"2267"," drones",-2
"2268"," drones",-2
"2269","droop",-1
"2270"," sécheresse",-1
"2271"," sécheresse",-1
"2272"," noyade",-1
"2273","drunk",-2
"2274","drunkard",-2
"2275","drunken",-2
"2276","douteuse",-2
"2277"," air dubitatif",-2
"2278","dubitable",-2
"2279","dud",-1
"2280","terne",-1
"2281","dullard",-2
"2282","muet",-2
"2283","muet",-2
"2284","dumbfound",-2
"2285","abasourdi",-2
"2286","mannequin",-2
"2287","dump",-1
"2288","cancre",-2
"2289","dungeon",-2
"2290"," donjons",-2
"2291"," donjons",-2
"2292","dupe",-2
"2293","durable",1
"2294"," durabilité",1
"2295","poussiéreux",-1
"2296","devoir",0
"2297","diminuer",-1
"2298"," diminution ",-1
"2299","dynamique",1
"2300","mourir",-1
"2301","désireux",2
"2302"," impatience",2
"2303","ardeur",2
"2304","sérieux",2
"2305","sincèrement",2
"2306","sérieux",2
"2307","earsplitting",-2
"2308"," facilité",1
"2309"," facilité",1
"2310","plus facile",1
"2311","plus facile",1
"2312","facilement",1
"2313","facilité",1
"2314","facile",1
"2315","facile  vivre",2
"2316","ebullience",2
"2317","bouillante",2
"2318","ebulliently",2
"2319","excentrique",-1
"2320","excentricité",-1
"2321","éclectique",2
"2322","économique",1
"2323"," extases",2
"2324","ecstasy",2
"2325","extatique",2
"2326","extatique",2
"2327","edgy",-2
"2328","édifier",2
"2329","éducable",1
"2330","instruits",1
"2331","enseignement",1
"2332","efficace",1
"2333","effectivement",0
"2334","efficacité",1
"2335","efficace",1
"2336","efficace",1
"2337","efficacité",1
"2338","efficient",1
"2339","effigie",-2
"2340"," effort",2
"2341"," effort",2
"2342","effronterie",-2
"2343","effusion",2
"2344","effusive",2
"2345"," effusion",2
"2346","effusion",2
"2347","égalitaire",1
"2348","ego",-2
"2349","ego",-2
"2350","égocentrique",-2
"2351","égocentrisme",-2
"2352","egotism",-2
"2353","égoïste",-2
"2354","égoïstement",-2
"2355","flagrant",-2
"2356","grossièrement",-2
"2357","éjaculer",-2
"2358","élaborer",0
"2359","elan",2
"2360","exalter",1
"2361","ravie",2
"2362","elatedly",2
"2363","allégresse",2
"2364","élection-rigger",-2
"2365","élection-rigger",-2
"2366","électrification",2
"2367","électrification",2
"2368","électrifier",1
"2369","élégance",2
"2370","élégant",2
"2371","élégamment",2
"2372","élever",1
"2373","élevée",1
"2374","admissibles",1
"2375","éliminer",-1
"2376","élimination",-1
"2377","elite",1
"2378","eloquence",2
"2379","éloquent",2
"2380"," façon éloquente",2
"2381","autre",0
"2382","émacié",-2
"2383","émanciper",1
"2384","atténuent ",-2
"2385","embarrasser",-2
"2386","embarrassant",-2
"2387","embarrassant",-2
"2388","embarras",-2
"2389","assiégé",-1
"2390","embellir",2
"2391","incarnation",0
"2392","enhardir",1
"2393","embrasser",2
"2394","embroil",-2
"2395"," proie",-2
"2396","embroilment",-2
"2397","eminence",2
"2398","éminents",2
"2399","émotion",0
"2400","émotion",0
"2401","émotionnel",-2
"2402"," émotions",0
"2403"," émotions",0
"2404","faire preuve empathie",-2
"2405","empathie",-2
"2406","souligner",0
"2407","souligner",0
"2408","emphatique",-2
"2409"," insistance",-2
"2410","responsabiliser",1
"2411","autonomisation",1
"2412"," vide",-2
"2413"," vide",-2
"2414","vide",-1
"2415","activer",1
"2416","enchanter",2
"2417","enchanté",2
"2418","enchanteur",2
"2419","ravir",2
"2420","encourager",1
"2421","encouragement",2
"2422","encouragement",2
"2423","encourager",2
"2424","encourager",2
"2425","  encourageant  constater",2
"2426","empiéter",-1
"2427","empiètement",-1
"2428","endanger",-2
"2429","apprécié  ",2
"2430","attachants",2
"2431"," fin",-1
"2432","approuver",2
"2433","endorsement",2
"2434","endorsement",2
"2435","endosseur",2
"2436","supportable",2
"2437","supporter",2
"2438","durable",2
"2439"," ennemis",-1
"2440"," ennemis",-1
"2441","ennemi",-1
"2442","énergique",1
"2443","énergique",1
"2444","dynamiser",1
"2445","énervent",-2
"2446","affaiblir",-2
"2447","enflammer",-2
"2448","engager",0
"2449","engager",2
"2450","absorber",0
"2451","captivante",2
"2452","engloutir",-1
"2453","améliorer",1
"2454","amélioré",1
"2455","amélioration  ",1
"2456","interdire",-2
"2457","profitez ",1
"2458","agréable",2
"2459"," plaisir",2
"2460"," jouissance",2
"2461","éclairer",1
"2462","illumination",1
"2463","animer",1
"2464","inimitié",-2
"2465","ennoblir",2
"2466","énormités",-2
"2467","énormité",-2
"2468","énorme",-2
"2469","énormément",-2
"2470","assez",0
"2471","enrage",-2
"2472","furieux",-2
"2473","enrapt",2
"2474","enchantement",1
"2475","ravi",2
"2476","enrich",1
"2477","enrichissement",1
"2478","asservir",-2
"2479","assurer",1
"2480"," coincer",-1
"2481","entanglement",-1
"2482","entreprenants",1
"2483","divertir",1
"2484","divertissant",2
"2485","enchanter",2
"2486","captiver",2
"2487","captivé",2
"2488","enthousiasmer",2
"2489","enthousiasme",2
"2490","passionné ",2
"2491","enthousiaste",2
"2492"," enthousiasme",2
"2493","inciter",2
"2494","séduisant",2
"2495","séduisante",2
"2496","ensemble",0
"2497","entièrement",0
"2498","entrée",1
"2499","envouté",2
"2500","envoûtant",2
"2501","piéger",-2
"2502","piégeage",-2
"2503"," conjure,",2
"2504","entreatingly",2
"2505","enracinement",0
"2506","enracinement",0
"2507","confier",1
"2508","enviable",2
"2509","idéalement",2
"2510","envieux",-2
"2511","envie",-2
"2512","enviousness",-2
"2513","envision",1
"2514","envisions",1
"2515","envisions",1
"2516","envie",-2
"2517","envie",-2
"2518","épique",2
"2519","épidémie",-1
"2520","quintessence",2
"2521","égalité",1
"2522","égalité",1
"2523","équitable",1
"2524","équivoque",-2
"2525","éradiquer",-1
"2526","effacer",-1
"2527","erode",-1
"2528","érosion",-1
"2529","err",-2
"2530","errante",-1
"2531","erratique",-2
"2532"," façon erratique",-2
"2533","erroné",-2
"2534","erroné",-2
"2535"," tort",-2
"2536","erreur",-1
"2537","erreur",-1
"2538","erudite",2
"2539","escapade",-1
"2540","eschew",-2
"2541","ésotérique",-1
"2542","essentiel",1
"2543"," particulier",2
"2544","estime  ",2
"2545","estime  ",2
"2546","séparé",-2
"2547","établi",1
"2548","éternelle",-1
"2549","éternité",2
"2550","éternité",2
"2551","éthique",2
"2552","eulogize",2
